matchid,player_id,name,position,role,team,fpoints_projected,bat_fpoints,ball_fpoints,team_fpoints,runs_projected,wickets_projected,matchnumber,opponent
89661,6250,Mitchell Marsh,ALL ROUNDER,ALL ROUNDER,DC,27.44749929397763,20.3,7.147499293977628,0.0,54.0,1.1912498823296047,1.0,KXIP
89661,10952,Khaleel Ahmed,BOWLER,BOWLER,DC,10.912550573525682,0.0,10.912550573525682,0.0,0.0,1.8187584289209469,1.0,KXIP
89661,10384,Shai Hope,WICKET KEEPER,WICKET KEEPER,DC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KXIP
89661,10744,Rishabh Pant,WICKET KEEPER,WICKET KEEPER,DC,6.7124999999999995,6.7124999999999995,0.0,0.0,21.25,0.0,1.0,KXIP
89661,53505,DC,TEAM,TEAM,DC,10.45,0.0,0.0,10.45,0.0,0.0,1.0,KXIP
89661,22616,Vicky Ostwal,ROOKIE ,BOWLER,DC,0.239999999976,0.0,0.239999999976,0.0,0.0,0.039999999996,1.0,KXIP
89661,24326,Abishek Porel,ROOKIE ,WICKET KEEPER,DC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KXIP
89661,10484,Praveen Dubey,ROOKIE ,BOWLER,DC,0.9599999157147884,0.0,0.9599999157147884,0.0,0.0,0.15999998595246473,1.0,KXIP
89661,702,Ishant Sharma,BOWLER,BOWLER,DC,6.220476227306397,0.0,6.220476227306397,0.0,0.0,1.0367460378843996,1.0,KXIP
89661,10280,Jhye Richardson,BOWLER,BOWLER,DC,2.1598693258284443,0.0,2.1598693258284443,0.0,0.0,0.35997822097140736,1.0,KXIP
89661,9603,Lungi Ngidi,BOWLER,BOWLER,DC,5.49473281458192,0.0,5.49473281458192,0.0,0.0,0.91578880243032,1.0,KXIP
89661,14274,Rasikh Dar Salam,ROOKIE ,BOWLER,DC,0.4799999985400244,0.0,0.4799999985400244,0.0,0.0,0.07999999975667073,1.0,KXIP
89665,10947,Anmolpreet Singh,ROOKIE ,BATSMEN,SRH,8.65,8.65,0.0,0.0,29.0,0.0,1.0,KKR
89665,2195,Mayank Agarwal,BATSMEN,BATSMEN,SRH,25.75,25.75,0.0,0.0,74.0,0.0,1.0,KKR
89665,9582,Aiden Markram,BATSMEN,BATSMEN,SRH,10.582224034638106,7.4624999999999995,3.1197240346381054,0.0,24.25,0.5199540057730175,1.0,KKR
89665,10209,Heinrich Klaasen,WICKET KEEPER,WICKET KEEPER,SRH,2.489999999976,2.25,0.239999999976,0.0,9.0,0.039999999996,1.0,KKR
89665,8497,Travis Head,BATSMEN,BATSMEN,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,12627,Mayank Markande,BOWLER,BOWLER,SRH,4.318248361348578,0.0,4.318248361348578,0.0,0.0,0.719708060224763,1.0,KKR
89665,9012,Rahul Tripathi,BATSMEN,BATSMEN,SRH,11.102499999975999,10.862499999999999,0.239999999976,0.0,36.25,0.039999999996,1.0,KKR
89665,19027,Umran Malik,BOWLER,BOWLER,SRH,5.515650684880183,0.0,5.515650684880183,0.0,0.0,0.9192751141466972,1.0,KKR
89665,10945,Washington Sundar,ALL ROUNDER,ALL ROUNDER,SRH,9.342781946766193,0.0,9.342781946766193,0.0,0.0,1.5571303244610322,1.0,KKR
89665,14628,Abdul Samad,ROOKIE ,BATSMEN,SRH,0.9599999157147884,0.0,0.9599999157147884,0.0,0.0,0.15999998595246473,1.0,KKR
89665,10225,T Natarajan,BOWLER,BOWLER,SRH,4.7830638318858405,0.0,4.7830638318858405,0.0,0.0,0.7971773053143068,1.0,KKR
89665,14606,Shahbaz Ahmed,ALL ROUNDER,ALL ROUNDER,SRH,1.9169046788090442,0.0,1.9169046788090442,0.0,0.0,0.3194841131348407,1.0,KKR
89665,10693,Glenn Phillips,BATSMEN,BATSMEN,SRH,0.47999995084799996,0.0,0.47999995084799996,0.0,0.0,0.07999999180799999,1.0,KKR
89665,14565,Marco Jansen,ALL ROUNDER,ALL ROUNDER,SRH,0.239999999976,0.0,0.239999999976,0.0,0.0,0.039999999996,1.0,KKR
89665,14282,Fazalhaq Farooqi,BOWLER,BOWLER,SRH,1.439987394162958,0.0,1.439987394162958,0.0,0.0,0.23999789902715965,1.0,KKR
89665,6327,Jaydev Unadkat,BOWLER,BOWLER,SRH,5.738902952723038,0.0,5.738902952723038,0.0,0.0,0.9564838254538396,1.0,KKR
89665,1726,Bhuvneshwar Kumar,BOWLER,BOWLER,SRH,9.860946436869046,0.0,9.860946436869046,0.0,0.0,1.6434910728115075,1.0,KKR
89665,12636,Jhatavedh Subramanyan,ROOKIE ,BOWLER,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,14696,Akash Maharaj Singh,ROOKIE ,BOWLER,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,14701,Nitish Reddy,ROOKIE ,BOWLER,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,53501,SRH,TEAM,TEAM,SRH,0.4,0.0,0.0,0.4,0.0,0.0,1.0,KKR
89665,13509,Sanvir Singh,ROOKIE ,ALL ROUNDER,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,11965,Upendra Yadav,ROOKIE ,WICKET KEEPER,SRH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KKR
89665,10926,Wanindu Hasaranga,ALL ROUNDER,ALL ROUNDER,SRH,1.9199956397205167,0.0,1.9199956397205167,0.0,0.0,0.31999927328675276,1.0,KKR
89665,8095,Pat Cummins,BOWLER,BOWLER,SRH,8.607785029601999,0.0,8.607785029601999,0.0,0.0,1.4346308382669997,1.0,KKR
89665,12086,Abhishek Sharma,ROOKIE ,ALL ROUNDER,SRH,25.11722560008531,20.8,4.317225600085308,0.0,56.0,0.719537600014218,1.0,KKR
89665,10479,Philip Salt,WICKET KEEPER,WICKET KEEPER,KKR,13.075,13.075,0.0,0.0,43.5,0.0,1.0,SRH
89665,9204,Nitish Rana,BATSMEN,BATSMEN,KKR,29.385088314332094,20.3625,9.022588314332092,0.0,54.25,1.5037647190553487,1.0,SRH
89665,10896,Rinku Singh,BATSMEN,BATSMEN,KKR,4.439999999976,4.2,0.239999999976,0.0,14.0,0.039999999996,1.0,SRH
89665,9428,Shreyas Iyer,BATSMEN,BATSMEN,KKR,8.419914067480276,6.5,1.9199140674802764,0.0,22.0,0.3199856779133794,1.0,SRH
89665,12926,Varun Chakaravarthy,BOWLER,BOWLER,KKR,12.537352597917003,0.0,12.537352597917003,0.0,0.0,2.0895587663195005,1.0,SRH
89665,10917,Venkatesh Iyer,ALL ROUNDER,ALL ROUNDER,KKR,17.38993675925472,14.75,2.6399367592547214,0.0,48.0,0.4399894598757869,1.0,SRH
89665,7736,Andre Russell,ALL ROUNDER,ALL ROUNDER,KKR,7.131690743465896,0.0,7.131690743465896,0.0,0.0,1.1886151239109826,1.0,SRH
89665,2276,Sunil Narine,ALL ROUNDER,ALL ROUNDER,KKR,7.632774909629786,0.0,7.632774909629786,0.0,0.0,1.2721291516049644,1.0,SRH
89665,6534,Jason Roy,BATSMEN,BATSMEN,KKR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRH
89665,12071,Mujeeb Ur Rahman,BOWLER,BOWLER,KKR,5.032955563638628,0.0,5.032955563638628,0.0,0.0,0.8388259272731046,1.0,SRH
89665,13213,Rahmanullah Gurbaz,WICKET KEEPER,WICKET KEEPER,KKR,13.075,13.075,0.0,0.0,42.5,0.0,1.0,SRH
89665,1836,Manish Pandey,BATSMEN,BATSMEN,KKR,2.2125,2.2125,0.0,0.0,7.25,0.0,1.0,SRH
89665,9025,Srikar Bharat,WICKET KEEPER,WICKET KEEPER,KKR,6.325,6.325,0.0,0.0,20.5,0.0,1.0,SRH
89665,7710,Mitchell Starc,BOWLER,BOWLER,KKR,10.872490126289044,0.0,10.872490126289044,0.0,0.0,1.8120816877148407,1.0,SRH
89665,8393,Dushmantha Chameera,BOWLER,BOWLER,KKR,2.1599916305429123,0.0,2.1599916305429123,0.0,0.0,0.35999860509048537,1.0,SRH
89665,13681,Gus Atkinson,BOWLER,BOWLER,KKR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRH
89665,13494,Chetan Sakariya,BOWLER,BOWLER,KKR,2.878230249713417,0.0,2.878230249713417,0.0,0.0,0.4797050416189028,1.0,SRH
89665,12337,Ramandeep Singh ,ROOKIE ,BATSMEN,KKR,0.9599993142599803,0.0,0.9599993142599803,0.0,0.0,0.1599998857099967,1.0,SRH
89665,15861,Vaibhav Arora,ROOKIE ,BOWLER,KKR,5.98265393865511,0.0,5.98265393865511,0.0,0.0,0.9971089897758517,1.0,SRH
89665,13748,Sherfane Rutherford,ALL ROUNDER,ALL ROUNDER,KKR,0.7199997839451677,0.0,0.7199997839451677,0.0,0.0,0.1199999639908613,1.0,SRH
89665,12344,Anukul Roy,ROOKIE ,ALL ROUNDER,KKR,1.4399676442537594,0.0,1.4399676442537594,0.0,0.0,0.23999460737562656,1.0,SRH
89665,24729,Harshit Rana,ROOKIE ,BOWLER,KKR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRH
89665,22566,Angkrish Raghuvanshi,ROOKIE ,ALL ROUNDER,KKR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRH
